APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone,lon,lat,Property on map
5485014019,6/7/2022 0:00,Vacant Residential,1419 N AVENUE 57,LOS ANGELES,CA,90042,14,C/O Crawford Real Estate Services Inc,Susan Zowarka,909-882-3393,"CRES.,INC. Property Management Division",Tekla Housley,1980   Orange Tree LANE  Redlands CA 92374,909-882-3393,-118.19492,34.12536,POINT (-118.19492 34.12536)
2731006010,1/4/2022 0:00,Single Family,18245 W SAN JOSE ST,LOS ANGELES,CA,91326,12,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.53125,34.26111,POINT (-118.53125 34.26111)
2310002003,1/4/2022 0:00,Single Family,8212 N LAUREL CANYON BLVD,LOS ANGELES,CA,91605,6,Security National Servicing Corp,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.39632,34.21985,POINT (-118.39632 34.21985)
2121010013,9/29/2022 0:00,Single Family,7225 N JAMIESON AVE,LOS ANGELES,CA,91335,4,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.522,34.20194,POINT (-118.522 34.20194)
2410016014,9/22/2022 0:00,Single Family,10855 W CANTLAY ST,LOS ANGELES,CA,91352,2,Real Time Resolutions,DAVID ROSAS,888-895-0221,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.36759,34.20231,POINT (-118.36759 34.20231)
2038035011,9/15/2022 0:00,Single Family,22438 W GILMORE ST,LOS ANGELES,CA,91307,12,Logix Federal Credit Union,Property Preservation Department,800-669-0340,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.61602,34.18761,POINT (-118.61602 34.18761)
6003016019,3/14/2022 0:00,Multi-Family,1217 W 60TH PL,LOS ANGELES,CA,90044,9,Tom Block,Tom Block,310-275-7010,LRES Corp.,Kathy Golden,765   The City Drive South   Orange CA 92868,714-520-5737,-118.29647,33.98513,POINT (-118.29647 33.98513)
2556003059,1/4/2022 0:00,Single Family,10829 N WOODWARD AVE,LOS ANGELES,CA,91040,7,M&T Bank,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.3072,34.26578,POINT (-118.3072 34.26578)
2536020021,1/11/2022 0:00,Single Family,12416 W GARBER ST,LOS ANGELES,CA,91331,7,Champion Mortgage,Tina Simmons,972-894-9993,CYPREXX SERVICES C/O New Beginning Properties Inc.,Lourdes Chavez,525  W GRAND REGENCY BLV BLVD  BRANDON FL 33510,877-339-8202,-118.40317,34.26796,POINT (-118.40317 34.26796)
5071022050,1/4/2022 0:00,Multi-Family,4723 W ST ELMO DR,LOS ANGELES,CA,90019,10,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.34108,34.0431,POINT (-118.34108 34.0431)
4256014030,1/4/2022 0:00,Single Family,2827 S WESTWOOD BLVD,LOS ANGELES,CA,90064,5,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,"1   Oxford Valley, 2300 E Lincoln HWY, Suite 700   Langhorne PA 19047",888-872-9094,-118.42278,34.03267,POINT (-118.42278 34.03267)
5561007010,1/31/2022 0:00,Single Family,9211 W NIGHTINGALE DR,HOLLYWOOD,CA,90069,4,D&A International Investment Group LLC.,David Alexanderian,818-262-3161,D and A International Investment,D and A International Investment LLC,292   Cumberland RD  Glendale CA 91202,818-262-3161,-118.38886,34.1039,POINT (-118.38886 34.1039)
5107024027,8/31/2022 0:00,Single Family,1351 E 49TH ST,LOS ANGELES,CA,90011,9,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.25087,33.99855,POINT (-118.25087 33.99855)
7459017015,1/3/2022 0:00,Single Family,1121 S DOLPHIN ST,SAN PEDRO,CA,90732,15,FlagStar,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.30682,33.73392,POINT (-118.30682 33.73392)
2530032005,8/3/2022 0:00,Single Family,11671 W GOLETA ST,LOS ANGELES,CA,91342,7,PHH Mortgage/Ocwen Financial Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.38663,34.27841,POINT (-118.38663 34.27841)
4403011006,3/2/2022 0:00,Single Family,213 N TIGERTAIL ROAD,LOS ANGELES,CA,90049,11,Platinum Loan Servicing,Karen Larson,818-222-5222,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.47927,34.06181,POINT (-118.47927 34.06181)
5565040021,1/4/2022 0:00,Single Family,8661 W ALLENWOOD RD,LOS ANGELES,CA,90046,4,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.38454,34.12014,POINT (-118.38454 34.12014)
2209027016,9/6/2022 0:00,Single Family,15235 W LORNE ST,VAN NUYS,CA,91402,6,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.46479,34.21731,POINT (-118.46479 34.21731)
2246024026,1/4/2022 0:00,Multi-Family,5727 N WOODMAN AVE,LOS ANGELES,CA,91401,2,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.43144,34.17468,POINT (-118.43144 34.17468)
2151001041,4/13/2022 0:00,Single Family,20451 W TIARA ST,LOS ANGELES,CA,91367,3,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.57925,34.17721,POINT (-118.57925 34.17721)
6038002018,2/1/2022 0:00,Single Family,446 W 87TH PL,LOS ANGELES,CA,90003,8,Bank of America C/O Reverse Mortgage Solutions,Shelly Martinez,281-404-7962,Guardian Asset Management,Gina Butler,2021   Hartel AVE  Levittown PA 19057,888-872-9094,-118.282,33.95788,POINT (-118.282 33.95788)
2326015011,10/25/2022 0:00,Single Family,6554 N ETHEL AVE,LOS ANGELES,CA,91606,2,"Redwood Trust Deed Services, Inc.",Robert Cullen,800-378-4388,"Redwood Trust Deed Services, Inc.",Robert Cullen,919   Norumbega DR  Monrovia CA 91016,800-378-4388,-118.41688,34.18963,POINT (-118.41688 34.18963)
2345020016,1/8/2022 0:00,Single Family,5329 N WORTSER AVE,LOS ANGELES,CA,91401,4,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.41725,34.1675,POINT (-118.41725 34.1675)
5090029042,3/11/2022 0:00,Single Family,801  PLYMOUTH,LOS ANGELES,CA,90005,5,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.32416,34.06003,POINT (-118.32416 34.06003)
5113009007,1/6/2022 0:00,Multi-Family,364 E 42ND PL,LOS ANGELES,CA,90011,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.26856,34.00643,POINT (-118.26856 34.00643)
5057029024,11/21/2022 0:00,Multi-Family,3020 1/2 S PALM GROVE AVE,LOS ANGELES,CA,90016,10,Reverse Mortgage Solutions,Josefina Scott,832-616-5907,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.34929,34.02622,POINT (-118.34929 34.02622)
2229037020,1/4/2022 0:00,Single Family,6858 N LASAINE AVE,LOS ANGELES,CA,91406,6,Fay Servicing LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.51083,34.19565,POINT (-118.51083 34.19565)
6023025005,1/11/2022 0:00,Multi-Family,7708 S AVALON BLVD,LOS ANGELES,CA,90003,9,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.26497,33.96902,POINT (-118.26497 33.96902)
4492016003,12/5/2022 0:00,Single Family,13600 W BAYLISS RD,LOS ANGELES,CA,90049,11,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.50725,34.07529,POINT (-118.50725 34.07529)
5549004011,8/23/2022 0:00,Single Family,6702  HILLPARK DR,LOS ANGELES,CA,90068,4,"Deutsche Bank National Trust Company, as Trustee",Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.33808,34.11852,POINT (-118.33808 34.11852)
5049018005,7/12/2022 0:00,Single Family,2742 S ALSACE AVE,LOS ANGELES,CA,90016,10,CTF Asset Management LLC,Robert Yanes,800-931-2424,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.35602,34.03031,POINT (-118.35602 34.03031)
5514002030,12/5/2022 0:00,Single Family,462 N CROFT AVE,LOS ANGELES,CA,90048,5,Kuruvadi Children's Trust 2002,vinod kuruvadi,619-405-6307,NULL,NULL,,NULL,-118.37407,34.07995,POINT (-118.37407 34.07995)
2107001090,9/22/2022 0:00,Single Family,20216 W ROSCOE BLVD,LOS ANGELES,CA,91306,3,PennyMac Loan Services,Eric Moore,877-338-3791,Safeguard Properties,Christie Anzalone Bonvissuto,7887   Hub PKWY  Valley View OH 44125,800-852-8306,-118.5736,34.21999,POINT (-118.5736 34.21999)
4329004082,9/15/2022 0:00,Single Family,2220 S AVENUE OF THE STARS,LOS ANGELES,CA,90067,5,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.40939,34.05241,POINT (-118.40939 34.05241)
5536007005,5/25/2022 0:00,Multi-Family,5616 W LEXINGTON AVE,HOLLYWOOD,CA,90038,13,Pacific Premier Bank,Andrew Jarvis,949-526-7241,NULL,NULL,,NULL,-118.31152,34.09267,POINT (-118.31152 34.09267)
2330026010,11/17/2022 0:00,Single Family,6003 N ALLOTT AVE,LOS ANGELES,CA,91401,2,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.42801,34.17978,POINT (-118.42801 34.17978)
2513008043,1/20/2022 0:00,Single Family,13520 W LAZARD ST,LOS ANGELES,CA,91340,7,Gregory Funding,MARCUS BROWN,866-712-5698,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.42755,34.30398,POINT (-118.42755 34.30398)
2582013033,3/10/2022 0:00,Single Family,13542 W POLK ST,LOS ANGELES,CA,91342,7,SUPREME LENDING,Kimbra Currie,972-499-7025,EDWARD ZUBIA  no unit number,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.42924,34.32632,POINT (-118.42924 34.32632)
5074014045,3/7/2022 0:00,Single Family,1667 S OXFORD AVE,LOS ANGELES,CA,90006,10,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.30783,34.04257,POINT (-118.30783 34.04257)
2504005037,1/11/2022 0:00,Single Family,14550 W BIRCHWOOD CT,LOS ANGELES,CA,91342,7,"Planet Home Lending, LLC",Alyssa Guzman,203-303-5277,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.44874,34.31756,POINT (-118.44874 34.31756)
4401029048,5/16/2022 0:00,Single Family,11632 W BARRINGTON AVE,LOS ANGELES,CA,90049,11,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.46803,34.05928,POINT (-118.46803 34.05928)
2109018006,1/19/2022 0:00,Single Family,21025 W STAGG ST,LOS ANGELES,CA,93063,3,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.5917,34.21119,POINT (-118.5917 34.21119)
5305005003,11/16/2022 0:00,Single Family,3534 N HILLVIEW PL,LOS ANGELES,CA,90032,14,SUPERIOR LOAN SERVICING,BARRY HARARI,818-483-0027,PEAK FORECLOSURE SERVICES,KELLI ESPINOZA,5900   Canoga AVE 220 Woodland Hills CA 91367,818-591-9237,-118.18841,34.08692,POINT (-118.18841 34.08692)
2384003066,1/4/2022 0:00,Single Family,12541 W TOLENAS DR,LOS ANGELES,CA,91604,4,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.40639,34.13942,POINT (-118.40639 34.13942)
2129005001,3/2/2022 0:00,Single Family,19143 W HART ST,LOS ANGELES,CA,91335,3,"PEAK FORECLOSURE SERVICES, INC.",Kelli Espinoza,818-591-9237,NULL,NULL,,NULL,-118.55082,34.1976,POINT (-118.55082 34.1976)
5066019014,3/22/2022 0:00,Single Family,1754 S FAIRFAX AVE,LOS ANGELES,CA,90019,10,Fay Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,800-852-8306,-118.36854,34.0441,POINT (-118.36854 34.0441)
5020003014,4/6/2022 0:00,Multi-Family,4122 S NORMANDIE AVE,LOS ANGELES,CA,90037,9,HLS Group,Ralph Schiavone,951-898-1125,ZVN Properties Inc,Arek Helcberger,957  E Cherry ST  Canal Fulton OH 44614,330-854-5890,-118.30001,34.00838,POINT (-118.30001 34.00838)
5539019006,1/4/2022 0:00,Single Family,711 N HOOVER ST,LOS ANGELES,CA,90029,13,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.28459,34.08399,POINT (-118.28459 34.08399)
5114001003,8/9/2022 0:00,Multi-Family,3700 1/2 S GRIFFITH AVE,LOS ANGELES,CA,90011,9,Cardinal Finacial Company,Property Preservation,847-550-7410,EDWARD ZUBIA  no unit number,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.26216,34.0127,POINT (-118.26216 34.0127)
5108010018,9/6/2022 0:00,Multi-Family,750 1/2 E 48TH ST,LOS ANGELES,CA,90011,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.26184,33.9996,POINT (-118.26184 33.9996)
5514006042,1/4/2022 0:00,Single Family,451 N LAUREL AVE,LOS ANGELES,CA,90048,5,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.36491,34.07966,POINT (-118.36491 34.07966)
6014032024,12/17/2022 0:00,Single Family,1335 W 71ST ST,LOS ANGELES,CA,90044,8,Celink,Daniel Stack,866-727-4303,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.29924,33.9755,POINT (-118.29924 33.9755)
2741006008,1/7/2022 0:00,Single Family,10111 N CASABA AVE,LOS ANGELES,CA,91311,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.57619,34.25418,POINT (-118.57619 34.25418)
6042008015,11/24/2022 0:00,Single Family,652 E 88TH PL,LOS ANGELES,CA,90002,9,GUILD MORTGAGE,PATTI MOORE,858-492-5886,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.26332,33.95639,POINT (-118.26332 33.95639)
2640029002,1/5/2022 0:00,Single Family,13529 W BRACKEN ST,LOS ANGELES,CA,91331,6,Security National Servicing Corp,Eric Moore,877-338-3791,First Allegiance,Caroline Grimm,9447   Firestone BLVD  Downey CA 90241,652-237-6102,-118.42734,34.23186,POINT (-118.42734 34.23186)
2715011018,9/21/2022 0:00,Single Family,18228 W TRIBUNE ST,LOS ANGELES,CA,91326,12,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.53052,34.26706,POINT (-118.53052 34.26706)
2414029005,11/23/2022 0:00,Single Family,6547 N SATSUMA AVE,LOS ANGELES,CA,91606,2,PNC MORTGAGE PRESALE,JENNIFER SMITH,937-910-1887,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.36718,34.18992,POINT (-118.36718 34.18992)
6017011004,10/26/2022 0:00,Single Family,2016 W 74TH ST,LOS ANGELES,CA,90047,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.3141,33.97265,POINT (-118.3141 33.97265)
2321026010,1/5/2022 0:00,Multi-Family,6805 N VANTAGE AVE,NORTH HOLLYWOOD,CA,91605,2,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHO CUCAMONGA CA 91730,909-481-1100,-118.39777,34.1943,POINT (-118.39777 34.1943)
7416023018,1/4/2022 0:00,Single Family,931 N NEPTUNE AVE,LOS ANGELES,CA,90744,15,Selene Finance LP,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.26902,33.78197,POINT (-118.26902 33.78197)
2502023045,1/11/2022 0:00,Single Family,14482 W FOOTHILL BLVD,SYLMAR,CA,91342,7,"Planet Home Lending, LLC",Alyssa Guzman,203-303-5277,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.44922,34.32183,POINT (-118.44922 34.32183)
5689008028,11/16/2022 0:00,Single Family,4826 N MT ROYAL DR,LOS ANGELES,CA,90041,14,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.20392,34.13381,POINT (-118.20392 34.13381)
4384031001,3/4/2022 0:00,Single Family,2260 N SAN YSIDRO DR,LOS ANGELES,CA,90210,5,ABC 2260 San Ysidro LLC,Ryan Young,949-499-7800,ABC 2260 San YSIDRO LLC,Ryan Young,15   Corporate Plaza DR  Newport Beach CA 92660,949-290-1979,-118.42462,34.11244,POINT (-118.42462 34.11244)
6057004007,3/14/2022 0:00,Single Family,1921 W 94TH ST,LOS ANGELES,CA,90047,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.31226,33.95134,POINT (-118.31226 33.95134)
5430013024,5/10/2022 0:00,Single Family,1927 N HYPERION AVE,LOS ANGELES,CA,90027,4,Low Valley Trust c/o Reverse Mortgage Solutions,Shelly Martinez,346-471-3451,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.2753,34.09787,POINT (-118.2753 34.09787)
6119023013,1/7/2022 0:00,Single Family,806 W 146TH ST,LOS ANGELES,CA,90247,15,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.28956,33.89951,POINT (-118.28956 33.89951)
2662010030,10/28/2022 0:00,Single Family,15614 W INDEX ST,LOS ANGELES,CA,91344,12,Freedom Mortgage,Shannon Powell,317-537-3714,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.47223,34.27534,POINT (-118.47223 34.27534)
6018014022,9/30/2022 0:00,Single Family,7427 S LA SALLE AVE,LOS ANGELES,CA,90047,8,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,-118.30587,33.97193,POINT (-118.30587 33.97193)
5058022046,4/29/2022 0:00,Single Family,1783 W 24TH ST,LOS ANGELES,CA,90018,8,PHH Mortgage/Ocwen Financial Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.30283,34.03466,POINT (-118.30283 34.03466)
2666007025,6/27/2022 0:00,Single Family,15856 W HARVEST ST,LOS ANGELES,CA,91344,12,"Singh Family Trust, Trustees, Balbir Singh and Rupinder Veena Singh",Rupinder Singh,818-458-2400,NULL,NULL,,NULL,-118.47807,34.27798,POINT (-118.47807 34.27798)
6019015015,6/24/2022 0:00,Single Family,1113 W 78TH ST,LOS ANGELES,CA,90044,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.29457,33.96952,POINT (-118.29457 33.96952)
2167017017,2/16/2022 0:00,Single Family,21173 W SAN MIGUEL ST,LOS ANGELES,CA,91364,3,"Amwest Funding Corp,",Miriam Gonzalez,714-831-3731,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.59289,34.15973,POINT (-118.59289 34.15973)
2654020073,11/17/2022 0:00,Single Family,15440 W MUSTANG LANE,LOS ANGELES,CA,91343,6,"DOVENMUEHLE MORTGAGE, INC.",PROPERTY PRESERVATION,847-550-7410,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.46926,34.22556,POINT (-118.46926 34.22556)
5003020004,1/7/2022 0:00,Multi-Family,1723 W 55TH ST,LOS ANGELES,CA,90062,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.30754,33.99247,POINT (-118.30754 33.99247)
2115010032,1/4/2022 0:00,Multi-Family,7267 N HATILLO AVE,LOS ANGELES,CA,91306,3,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.56554,34.20317,POINT (-118.56554 34.20317)
6016010005,3/9/2022 0:00,Single Family,1842 W 65TH ST,LOS ANGELES,CA,90047,8,Trojan Capital Investments,Don Madden,949-313-6161,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.31044,33.9805,POINT (-118.31044 33.9805)
5033020047,11/11/2022 0:00,Single Family,4007 S WESTSIDE AVE,LOS ANGELES,CA,90008,10,Reverse Mortgage Funding,Property Registrations,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.32725,34.0116,POINT (-118.32725 34.0116)
6017013010,4/7/2022 0:00,Single Family,2146 W 75TH ST,LOS ANGELES,CA,90047,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.31727,33.97176,POINT (-118.31727 33.97176)
2634025022,7/26/2022 0:00,Single Family,13124 W SCHOENBORN ST,LOS ANGELES,CA,91352,6,AHP Servicing LLC,AMERICAN PRESERVATION LLC,872-260-4001,SO CAL INSPECTORS INC,SUZANNE PHILLIPS,9525   Stewart and Gray RD  Downey CA 90241,949-445-8824,-118.41938,34.22243,POINT (-118.41938 34.22243)
